%MC_DataTool ASCII conversion
%
%t           	El 12       	El 45       	El 86
%[ms]        	[microV]        	[microV]        	[microV]
7646.000    	-2.50       	-5.00       	-12.50
7646.100    	0.42        	-1.67       	-9.17
7646.200    	2.50        	-10.83      	-12.08
7646.300    	2.92        	-5.00       	-7.08
7646.400    	-0.83       	-1.25       	-4.58
7646.500    	-0.42       	-5.42       	-10.42
7646.600    	-1.25       	-4.17       	-11.67
7646.700    	-6.25       	-2.50       	-5.42
7646.800    	-4.58       	-1.25       	-4.58
7646.900    	1.25        	-4.17       	-13.33
7647.000    	2.50        	-0.42       	2.08
7647.100    	-8.33       	0.42        	2.92
7647.200    	-2.50       	-0.83       	1.25
7647.300    	-0.83       	-2.50       	1.67
7647.400    	2.50        	-1.25       	3.33
7647.500    	-0.83       	-5.42       	-2.50
7647.600    	-2.08       	-6.25       	-9.58
7647.700    	-0.42       	-4.17       	-1.67
7647.800    	0.42        	-1.67       	4.17
7647.900    	-0.42       	-3.33       	-2.50
7648.000    	-0.42       	-5.83       	-5.83
7648.100    	0.42        	-2.92       	-6.67
7648.200    	1.25        	-4.17       	-5.00
7648.300    	-7.50       	-8.33       	-11.67
7648.400    	-5.83       	-3.75       	-7.08
7648.500    	-9.58       	-3.33       	-0.83
7648.600    	-1.67       	-3.33       	2.92
7648.700    	1.67        	-0.83       	0.83
7648.800    	-0.42       	-1.25       	4.17
7648.900    	-2.92       	-8.75       	3.75
7649.000    	0.00        	-9.58       	4.58
7649.100    	-1.67       	-7.92       	-1.67
7649.200    	-3.75       	-11.67      	-3.75
7649.300    	-9.58       	-5.42       	-4.58
7649.400    	-3.33       	-2.50       	0.00
7649.500    	2.08        	1.25        	-4.17
7649.600    	1.67        	-5.00       	-4.17
7649.700    	-4.58       	-10.42      	-7.08
7649.800    	-5.42       	-9.17       	-10.42
7649.900    	-1.67       	-7.92       	-5.42
7650.000    	2.50        	-10.00      	-3.75
7650.100    	0.42        	-4.17       	-7.50
7650.200    	-2.50       	-2.08       	-5.83
7650.300    	0.00        	-2.50       	-6.25
7650.400    	-6.67       	-3.33       	-7.92
7650.500    	-3.75       	-3.33       	-9.17
7650.600    	-2.08       	-9.17       	-5.83
7650.700    	-7.50       	-10.42      	-10.00
7650.800    	-5.83       	-12.50      	-14.58
7650.900    	-3.75       	-7.50       	-11.67
7651.000    	-3.75       	-12.08      	-7.08
7651.100    	-2.92       	-13.33      	-5.42
7651.200    	-3.33       	-13.33      	-8.75
7651.300    	-1.25       	-15.00      	-14.58
7651.400    	-7.92       	-12.08      	-12.92
7651.500    	-5.42       	-12.92      	-6.25
7651.600    	-6.25       	-14.17      	-5.00
7651.700    	-7.08       	-19.17      	-2.92
7651.800    	-2.08       	-10.83      	-1.67
7651.900    	0.42        	-7.50       	-10.83
7652.000    	-5.00       	-10.42      	-8.33
7652.100    	-2.08       	-13.33      	-7.50
7652.200    	-1.67       	-10.00      	-9.58
7652.300    	-4.58       	-12.08      	-5.00
7652.400    	-2.08       	-12.92      	-4.58
7652.500    	-4.58       	-11.67      	-7.50
7652.600    	-6.25       	-11.67      	-2.50
7652.700    	-11.25      	-12.92      	-3.33
7652.800    	-12.50      	-10.42      	-9.17
7652.900    	-10.00      	-5.83       	-12.50
7653.000    	-6.25       	-7.50       	-9.58
7653.100    	-6.25       	-11.67      	-5.00
7653.200    	-12.50      	-14.17      	-5.00
7653.300    	-15.83      	-13.75      	-5.00
7653.400    	-16.67      	-9.17       	-7.92
7653.500    	-17.50      	-9.17       	-10.83
7653.600    	-14.58      	-10.00      	-1.25
7653.700    	-12.50      	-10.00      	-2.08
7653.800    	-5.42       	-7.50       	-5.00
7653.900    	-6.25       	-12.92      	-1.67
7654.000    	-10.83      	-14.58      	-2.50
7654.100    	-10.42      	-14.58      	0.00
7654.200    	-9.58       	-14.17      	-0.42
7654.300    	-16.67      	-11.25      	-4.58
7654.400    	-14.58      	-14.17      	0.83
7654.500    	-17.92      	-16.67      	-7.08
7654.600    	-12.08      	-7.50       	-7.50
7654.700    	-5.00       	-3.75       	-5.42
7654.800    	-4.58       	-7.50       	-8.75
7654.900    	-7.50       	-9.17       	-9.17
7655.000    	-7.92       	-6.25       	-2.08
7655.100    	-10.00      	-9.17       	0.42
7655.200    	-3.33       	-3.75       	2.50
7655.300    	-1.67       	-6.67       	-2.08
7655.400    	-2.92       	-5.42       	-4.17
7655.500    	-5.83       	-5.83       	-5.83
7655.600    	-3.33       	-6.67       	-8.33
7655.700    	-7.92       	-5.00       	-4.17
7655.800    	-6.67       	1.67        	-6.25
7655.900    	-10.42      	-2.92       	-2.08
7656.000    	-10.42      	1.25        	-1.67
7656.100    	-14.17      	-5.83       	-10.83
7656.200    	-15.83      	-9.17       	-9.17
7656.300    	-16.25      	-4.58       	-4.58
7656.400    	-13.75      	-6.67       	-6.67
7656.500    	-15.00      	-12.08      	-5.00
7656.600    	-12.08      	-15.83      	-4.58
7656.700    	-7.08       	-15.00      	-6.25
7656.800    	-7.50       	-15.00      	-2.50
7656.900    	-3.33       	-14.17      	-2.50
7657.000    	-9.17       	-13.75      	-2.92
7657.100    	-5.00       	-10.83      	-5.42
7657.200    	-4.58       	-7.50       	-9.58
7657.300    	-7.92       	-12.92      	-10.83
7657.400    	-11.67      	-15.83      	-14.58
7657.500    	-15.00      	-10.00      	-7.50
7657.600    	-10.83      	-8.33       	-13.33
7657.700    	-8.75       	-10.00      	-13.33
7657.800    	-8.75       	-7.50       	-8.33
7657.900    	-11.25      	-10.42      	-5.83
7658.000    	-16.25      	-12.08      	-2.92
7658.100    	-10.83      	-10.00      	-6.67
7658.200    	-12.50      	-17.50      	-15.00
7658.300    	-12.50      	-12.92      	-9.17
7658.400    	-7.50       	-15.42      	-14.58
7658.500    	-10.00      	-10.42      	-10.42
7658.600    	-13.33      	-9.17       	-10.00
7658.700    	-13.33      	-8.75       	-10.00
7658.800    	-8.33       	-5.00       	-3.33
7658.900    	-5.83       	-4.17       	-5.00
7659.000    	-7.50       	-2.92       	-10.00
7659.100    	-12.08      	-5.00       	-8.33
7659.200    	-9.58       	-5.00       	-10.83
7659.300    	-5.00       	-12.08      	-10.83
7659.400    	-7.08       	-8.33       	-10.00
7659.500    	-11.25      	-5.42       	-8.33
7659.600    	-7.50       	-9.17       	-13.75
7659.700    	-8.33       	-9.58       	-10.00
7659.800    	-11.67      	-8.75       	-4.17
7659.900    	-10.00      	-7.92       	4.58
7660.000    	-8.75       	-5.83       	-1.25
7660.100    	-11.25      	-5.83       	-1.25
7660.200    	-5.42       	-5.42       	-2.92
7660.300    	-6.25       	-2.08       	-7.92
7660.400    	-4.58       	-1.67       	-3.33
7660.500    	-0.83       	-3.33       	-5.00
7660.600    	1.67        	-2.50       	-1.25
7660.700    	2.92        	-0.83       	-0.83
7660.800    	5.00        	2.08        	-5.00
7660.900    	2.92        	-7.92       	-6.25
7661.000    	-2.50       	-6.67       	-7.92
7661.100    	-1.67       	-5.42       	-4.58
7661.200    	3.75        	-4.17       	-8.33
7661.300    	5.83        	-5.00       	-10.83
7661.400    	9.17        	1.67        	-4.58
7661.500    	5.00        	-0.42       	-7.50
7661.600    	-3.33       	-1.25       	-13.33
7661.700    	-8.33       	-0.83       	-11.25
7661.800    	-3.33       	-3.75       	-2.92
7661.900    	-0.42       	-1.25       	-1.67
7662.000    	-1.25       	-1.67       	-1.67
7662.100    	0.83        	-2.50       	-3.33
7662.200    	2.08        	-7.92       	0.42
7662.300    	3.75        	0.83        	-0.42
7662.400    	-0.83       	-2.08       	-3.75
7662.500    	-0.42       	-2.92       	0.83
7662.600    	5.00        	-2.08       	5.00
7662.700    	2.92        	-7.92       	-1.25
7662.800    	-4.58       	-0.42       	2.92
7662.900    	1.67        	-0.42       	2.92
7663.000    	0.00        	-5.42       	-3.33
7663.100    	-5.83       	-4.58       	-2.08
7663.200    	-7.92       	-4.17       	0.42
7663.300    	-2.92       	-1.25       	0.00
7663.400    	0.00        	-6.25       	5.42
7663.500    	0.42        	0.42        	-0.42
7663.600    	0.00        	2.08        	3.33
7663.700    	-2.50       	-1.67       	-1.67
7663.800    	4.58        	-1.25       	0.42
7663.900    	2.92        	-7.50       	5.00
7664.000    	2.08        	-4.17       	0.83
7664.100    	2.50        	-4.58       	-0.42
7664.200    	0.83        	-1.67       	-0.42
7664.300    	0.42        	-3.75       	-1.25
7664.400    	-3.33       	0.83        	0.00
7664.500    	-2.50       	0.00        	1.67
7664.600    	-6.67       	-4.17       	-2.08
7664.700    	-8.75       	-5.00       	-6.67
7664.800    	-3.33       	-10.00      	-11.25
7664.900    	-4.17       	-8.33       	-9.58
7665.000    	-5.00       	-10.42      	0.00
7665.100    	-5.00       	-3.33       	2.92
7665.200    	-2.92       	-1.25       	-2.50
7665.300    	-1.67       	-2.08       	-1.67
7665.400    	-1.67       	-1.25       	-3.75
7665.500    	-5.42       	-0.83       	-3.33
7665.600    	-4.58       	0.83        	-0.42
7665.700    	2.92        	0.83        	3.33
7665.800    	2.92        	-4.58       	7.08
7665.900    	-1.25       	1.67        	11.25
7666.000    	-3.33       	2.92        	0.42
7666.100    	1.67        	2.92        	-1.25
7666.200    	6.67        	2.08        	-1.67
7666.300    	7.08        	-0.83       	0.42
7666.400    	3.75        	0.00        	5.00
7666.500    	3.75        	-5.42       	2.50
7666.600    	2.50        	-3.75       	4.17
7666.700    	-2.92       	-3.75       	5.83
7666.800    	-3.33       	2.92        	10.42
7666.900    	2.50        	2.92        	8.75
7667.000    	3.75        	-3.33       	3.33
7667.100    	-2.50       	-8.33       	7.08
7667.200    	-2.50       	-7.92       	9.17
7667.300    	-0.83       	-6.25       	7.08
7667.400    	1.25        	-3.75       	12.50
7667.500    	3.33        	-2.50       	7.92
7667.600    	3.75        	-2.08       	2.50
7667.700    	0.83        	-7.92       	2.50
7667.800    	-3.33       	-10.42      	1.25
7667.900    	-1.67       	-2.50       	1.67
7668.000    	2.08        	0.83        	0.83
7668.100    	-0.42       	-5.00       	-2.08
7668.200    	0.83        	-5.83       	2.50
7668.300    	-2.08       	-5.42       	-1.25
7668.400    	-2.50       	-5.00       	-2.50
7668.500    	-3.33       	0.00        	-3.33
7668.600    	0.42        	-2.08       	0.83
7668.700    	-1.25       	-2.50       	-0.83
7668.800    	2.50        	-4.17       	-0.42
7668.900    	1.67        	-3.75       	3.33
7669.000    	1.25        	0.00        	0.83
7669.100    	-2.08       	-0.83       	0.00
7669.200    	0.42        	0.83        	-5.00
7669.300    	3.75        	-4.17       	0.00
7669.400    	1.25        	0.42        	1.67
7669.500    	0.83        	-2.92       	-2.50
7669.600    	1.25        	-3.75       	-1.25
7669.700    	3.75        	-10.00      	-3.75
7669.800    	1.67        	-5.00       	-0.83
7669.900    	2.08        	-11.25      	3.33
7670.000    	-0.83       	-11.67      	5.83
7670.100    	-3.75       	-11.67      	-0.83
7670.200    	0.42        	-12.92      	-6.25
7670.300    	-2.50       	-8.33       	-3.75
7670.400    	-5.42       	-5.83       	0.83
7670.500    	-5.83       	-6.25       	0.42
7670.600    	0.83        	-5.42       	-2.92
7670.700    	-5.42       	-2.92       	-11.67
7670.800    	-3.33       	-8.33       	-12.08
7670.900    	-14.58      	-3.33       	-5.83
7671.000    	-13.33      	-5.00       	-11.25
7671.100    	-4.58       	-5.83       	-5.00
7671.200    	-3.33       	-7.08       	0.42
7671.300    	-2.08       	-5.83       	-2.92
7671.400    	2.08        	-6.25       	-7.92
7671.500    	-0.42       	-4.17       	-10.00
7671.600    	-1.25       	-2.50       	-7.50
7671.700    	-4.17       	-7.50       	-4.58
7671.800    	-7.08       	-10.00      	-5.42
7671.900    	1.67        	-6.25       	-10.83
7672.000    	0.00        	-3.75       	-10.42
7672.100    	-1.25       	-9.58       	-7.08
7672.200    	-7.92       	-9.17       	-3.33
7672.300    	-5.00       	-9.17       	-3.33
7672.400    	-2.92       	-9.17       	-0.83
7672.500    	-3.75       	-5.42       	-1.67
7672.600    	-1.67       	-16.25      	-11.25
7672.700    	-6.25       	-13.75      	-12.92
7672.800    	-7.92       	-13.33      	-9.58
7672.900    	-8.33       	-5.83       	-5.42
7673.000    	-9.58       	-12.50      	-7.08
7673.100    	-8.33       	-8.75       	-8.75
7673.200    	-6.67       	-6.67       	-2.50
7673.300    	-8.33       	-11.67      	1.67
7673.400    	-12.92      	-15.00      	8.33
7673.500    	-12.50      	-15.42      	1.67
7673.600    	-11.67      	-10.83      	0.83
7673.700    	-9.17       	-9.58       	-1.25
7673.800    	-7.92       	-8.33       	-4.58
7673.900    	-7.08       	-7.92       	-6.67
7674.000    	-3.75       	-4.17       	-5.83
7674.100    	-1.67       	-6.25       	-2.92
7674.200    	-5.83       	-5.42       	-4.17
7674.300    	-8.33       	-10.00      	-9.17
7674.400    	-4.17       	-4.58       	-0.83
7674.500    	-1.25       	-4.17       	-2.50
7674.600    	-5.83       	-4.17       	-4.17
7674.700    	-9.17       	-2.08       	-1.67
7674.800    	-8.33       	-4.17       	-4.17
7674.900    	-10.42      	-3.33       	-8.75
7675.000    	-9.58       	-2.50       	-5.83
7675.100    	-11.67      	-0.83       	-5.42
7675.200    	-13.75      	-4.17       	-8.33
7675.300    	-11.67      	-10.42      	-16.67
7675.400    	-6.25       	-11.67      	-9.58
7675.500    	-7.50       	-9.17       	-12.92
7675.600    	-5.00       	-8.75       	-8.75
7675.700    	-4.58       	-9.58       	-5.83
7675.800    	-6.67       	-11.25      	-13.33
7675.900    	-2.92       	-2.50       	-10.00
7676.000    	-7.50       	-2.50       	-11.67
7676.100    	-9.17       	-2.50       	-7.50
7676.200    	-11.67      	-5.83       	-7.08
7676.300    	-13.33      	-15.42      	-6.25
7676.400    	-11.25      	-14.58      	-11.25
7676.500    	-7.08       	-14.58      	-6.25
7676.600    	-11.67      	-10.42      	-6.67
7676.700    	-6.67       	-10.42      	-8.75
7676.800    	-8.33       	-13.75      	-7.50
7676.900    	-6.67       	-7.50       	-2.08
7677.000    	-11.67      	-3.75       	-2.92
7677.100    	-5.42       	-5.42       	-2.92
7677.200    	-6.25       	-7.92       	-5.83
7677.300    	-2.50       	-8.33       	-13.33
7677.400    	-1.25       	-10.42      	-14.58
7677.500    	-2.08       	-9.58       	-12.50
7677.600    	-8.75       	-0.83       	-12.92
7677.700    	0.00        	-3.33       	-5.83
7677.800    	5.42        	-5.00       	-1.25
7677.900    	0.00        	-8.33       	-5.00
7678.000    	-5.00       	-2.08       	-8.33
7678.100    	-1.25       	-0.83       	-8.33
7678.200    	0.42        	-7.08       	-7.50
7678.300    	1.25        	-11.67      	-12.92
7678.400    	-4.17       	-10.83      	-4.58
7678.500    	-4.58       	-12.08      	-5.00
7678.600    	-0.83       	-8.75       	-6.67
7678.700    	1.25        	-12.50      	-11.67
7678.800    	0.83        	-13.75      	-4.58
7678.900    	-0.42       	-10.00      	-5.83
7679.000    	-2.92       	-13.33      	-3.33
7679.100    	-4.17       	-10.42      	2.92
7679.200    	1.25        	-8.33       	-5.00
7679.300    	-9.58       	-7.08       	-7.50
7679.400    	-5.83       	-1.25       	-5.42
7679.500    	-5.00       	-3.33       	-6.25
7679.600    	-3.33       	0.83        	-4.58
7679.700    	-2.92       	2.08        	-4.58
7679.800    	-1.25       	-2.50       	-2.92
7679.900    	-3.33       	-5.83       	-2.08
7680.000    	-8.33       	-7.08       	-1.67
7680.100    	-7.92       	-8.33       	-0.83
7680.200    	-10.00      	-7.50       	-4.17
7680.300    	-4.17       	-4.17       	-13.33
7680.400    	-2.08       	-9.17       	-11.25
7680.500    	-7.08       	-11.25      	-7.50
7680.600    	-5.42       	-8.33       	2.08
7680.700    	-7.08       	-5.83       	-0.42
7680.800    	-8.33       	-6.67       	-4.17
7680.900    	-4.17       	-4.58       	-2.50
7681.000    	-0.42       	-7.50       	-0.83
7681.100    	-0.42       	-9.17       	-12.08
7681.200    	-1.67       	-8.33       	-12.92
7681.300    	2.92        	-9.58       	-10.83
7681.400    	9.17        	-11.67      	-2.50
